# BUSCO version is: 3.0.2 
# The lineage dataset is: saccharomycetales_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1711)
# To reproduce this run: python /groups/itay_mayrose/liorglic/miniconda3/envs/NGS_course/bin/run_busco -i scaffolds.fasta -o BUSCO -l /groups/itay_mayrose/nosnap/liorglic/NGS_course/master/lesson6/saccharomycetales_odb9/ -m genome -c 30 -sp saccharomyces_cerevisiae_S288C
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092E03X5	Complete	NODE_13_length_175709_cov_37.194718	110979	113192	720.7	477
EOG092E03XD	Complete	NODE_20_length_155575_cov_37.679559	153026	154849	1078.6	541
EOG092E03XV	Complete	NODE_6_length_246120_cov_37.254880	231784	233781	394.0	478
EOG092E03Y9	Complete	NODE_50_length_87663_cov_38.352959	7511	9589	300.8	343
EOG092E03YY	Complete	NODE_9_length_202726_cov_40.339476	49561	52465	987.8	537
EOG092E03Z1	Complete	NODE_10_length_202365_cov_37.197761	195997	197940	1102.1	563
EOG092E03Z4	Complete	NODE_72_length_63782_cov_37.885104	46210	48084	488.0	460
EOG092E0406	Complete	NODE_35_length_108403_cov_41.344455	55622	58045	420.0	417
EOG092E040B	Complete	NODE_39_length_104501_cov_36.346954	59491	61353	405.3	314
EOG092E040U	Complete	NODE_34_length_108592_cov_37.662493	16383	18473	622.2	344
EOG092E042B	Complete	NODE_10_length_202365_cov_37.197761	4699	6537	308.9	281
EOG092E042C	Complete	NODE_16_length_162425_cov_39.423108	96850	98742	648.4	410
EOG092E042R	Complete	NODE_2_length_376067_cov_37.491936	183686	185866	774.6	523
EOG092E0440	Complete	NODE_17_length_162010_cov_37.467976	79475	81763	962.7	505
EOG092E044I	Complete	NODE_22_length_146985_cov_40.567195	5995	8097	820.0	610
EOG092E044T	Complete	NODE_1_length_449352_cov_38.101223	27196	29043	594.3	441
EOG092E046J	Complete	NODE_57_length_78326_cov_37.604541	60352	63162	1224.7	626
EOG092E046S	Complete	NODE_28_length_124187_cov_40.500371	83783	85768	988.5	548
EOG092E047D	Complete	NODE_59_length_76837_cov_42.231799	38661	40679	342.5	362
EOG092E047E	Complete	NODE_90_length_39707_cov_38.092807	34165	36018	1389.9	611
EOG092E047O	Complete	NODE_38_length_105757_cov_40.328830	65655	67637	629.7	448
EOG092E0480	Complete	NODE_43_length_93659_cov_37.563982	30442	32337	836.6	490
EOG092E048E	Complete	NODE_53_length_84142_cov_39.096139	41232	42995	415.9	321
EOG092E048W	Complete	NODE_19_length_158332_cov_37.014670	16530	18356	1148.6	554
EOG092E049H	Complete	NODE_36_length_107630_cov_38.520744	71667	74204	1158.3	657
EOG092E04AE	Complete	NODE_98_length_34128_cov_37.335427	16629	18494	732.9	441
EOG092E04AK	Complete	NODE_56_length_80822_cov_38.632325	19214	21940	998.9	622
EOG092E04BB	Complete	NODE_54_length_82353_cov_37.462368	1604	4372	1136.0	574
EOG092E04C1	Complete	NODE_42_length_97169_cov_37.579319	47246	50686	667.7	602
EOG092E04D6	Complete	NODE_1_length_449352_cov_38.101223	130663	133494	409.0	435
EOG092E04DY	Complete	NODE_13_length_175709_cov_37.194718	118534	121781	793.2	491
EOG092E04F6	Complete	NODE_12_length_177874_cov_37.650813	63878	65876	533.0	481
EOG092E04HT	Complete	NODE_9_length_202726_cov_40.339476	192936	194693	126.3	231
EOG092E04I8	Complete	NODE_95_length_35942_cov_37.895812	217	2025	562.6	505
EOG092E04J8	Complete	NODE_119_length_15169_cov_35.307596	13105	14973	712.5	468
EOG092E04JD	Complete	NODE_88_length_40463_cov_38.476836	37824	40037	534.8	394
EOG092E04JY	Complete	NODE_1_length_449352_cov_38.101223	12512	14374	409.0	280
EOG092E04KX	Complete	NODE_21_length_147213_cov_37.852906	95865	98066	656.5	536
EOG092E04LQ	Complete	NODE_22_length_146985_cov_40.567195	70730	72974	1123.5	560
EOG092E04N8	Complete	NODE_43_length_93659_cov_37.563982	52405	54216	743.9	470
EOG092E04NS	Complete	NODE_3_length_358462_cov_38.441710	324504	327485	925.8	569
EOG092E04O0	Complete	NODE_22_length_146985_cov_40.567195	34470	36470	989.5	589
EOG092E04O2	Complete	NODE_97_length_34672_cov_35.609903	30741	32507	496.9	433
EOG092E04P9	Complete	NODE_9_length_202726_cov_40.339476	200706	202607	722.1	546
EOG092E04PP	Complete	NODE_49_length_89111_cov_37.128155	6971	9406	356.7	320
EOG092E04Q1	Complete	NODE_89_length_39876_cov_37.342809	24328	25989	363.6	400
EOG092E04QK	Complete	NODE_37_length_106147_cov_39.123789	7712	10777	646.3	601
EOG092E04QW	Complete	NODE_5_length_269732_cov_38.018630	197087	199360	904.8	447
EOG092E04QY	Complete	NODE_60_length_76343_cov_37.782272	37004	38713	754.6	443
EOG092E04R8	Complete	NODE_102_length_30522_cov_36.377917	13650	15392	731.0	447
EOG092E04RQ	Complete	NODE_85_length_43106_cov_37.185919	13568	16483	662.2	692
EOG092E04S1	Complete	NODE_9_length_202726_cov_40.339476	9653	11719	1120.9	554
EOG092E04S7	Complete	NODE_24_length_140947_cov_37.030513	25324	27690	964.5	687
EOG092E04SA	Complete	NODE_40_length_103526_cov_38.150216	45556	47355	341.6	420
EOG092E04SB	Complete	NODE_20_length_155575_cov_37.679559	59797	61821	417.6	487
EOG092E04TO	Complete	NODE_2_length_376067_cov_37.491936	205128	207011	656.0	482
EOG092E04U9	Complete	NODE_13_length_175709_cov_37.194718	109016	110719	629.7	406
EOG092E04UQ	Complete	NODE_8_length_203896_cov_38.927669	173348	175276	618.9	444
EOG092E04V5	Complete	NODE_9_length_202726_cov_40.339476	47632	49359	926.8	493
EOG092E04W0	Complete	NODE_84_length_43240_cov_38.483084	18747	21185	825.2	647
EOG092E04WV	Complete	NODE_36_length_107630_cov_38.520744	35715	37397	631.6	443
EOG092E04WX	Complete	NODE_63_length_71111_cov_39.342181	15674	18073	1191.3	677
EOG092E04XT	Complete	NODE_22_length_146985_cov_40.567195	15409	17217	650.8	395
EOG092E04YW	Complete	NODE_35_length_108403_cov_41.344455	22470	24554	315.2	360
EOG092E04ZD	Complete	NODE_4_length_296178_cov_37.378083	116305	118335	829.9	543
EOG092E0508	Complete	NODE_49_length_89111_cov_37.128155	9924	14113	991.0	484
EOG092E050E	Complete	NODE_15_length_165883_cov_37.897617	79940	81910	821.6	496
EOG092E0513	Complete	NODE_83_length_44730_cov_36.130006	9080	10813	480.3	396
EOG092E0517	Complete	NODE_33_length_110769_cov_38.314531	57473	59371	542.0	426
EOG092E0522	Complete	NODE_49_length_89111_cov_37.128155	55906	58422	762.8	576
EOG092E052A	Complete	NODE_77_length_52030_cov_37.366965	29502	31334	630.0	452
EOG092E053R	Complete	NODE_40_length_103526_cov_38.150216	3631	5697	572.4	451
EOG092E0541	Complete	NODE_33_length_110769_cov_38.314531	21766	23697	455.9	418
EOG092E054K	Complete	NODE_39_length_104501_cov_36.346954	94252	97146	953.3	774
EOG092E054Q	Complete	NODE_11_length_195637_cov_39.932688	164981	166717	427.4	299
EOG092E054U	Complete	NODE_91_length_39580_cov_38.513371	17684	19591	677.9	377
EOG092E054Z	Complete	NODE_3_length_358462_cov_38.441710	35221	36936	357.9	401
EOG092E056D	Complete	NODE_17_length_162010_cov_37.467976	7412	9988	652.5	541
EOG092E0572	Complete	NODE_40_length_103526_cov_38.150216	94675	96609	298.9	364
EOG092E0574	Complete	NODE_75_length_61241_cov_41.526264	59103	60923	706.9	488
EOG092E057O	Complete	NODE_14_length_166516_cov_37.805690	156363	158348	519.0	478
EOG092E058D	Complete	NODE_72_length_63782_cov_37.885104	59292	61214	973.9	551
EOG092E058X	Complete	NODE_61_length_72850_cov_38.935820	30944	32674	587.7	430
EOG092E059B	Complete	NODE_69_length_65092_cov_38.236542	36336	38564	760.6	533
EOG092E059S	Complete	NODE_1_length_449352_cov_38.101223	377488	378843	381.9	303
EOG092E05AB	Complete	NODE_88_length_40463_cov_38.476836	8797	10176	242.6	240
EOG092E05DD	Complete	NODE_137_length_6153_cov_56.497868	633	3107	916.9	520
EOG092E05DP	Complete	NODE_51_length_87655_cov_37.439829	8964	10679	856.8	491
EOG092E05DQ	Complete	NODE_33_length_110769_cov_38.314531	9232	11142	643.1	438
EOG092E05F1	Complete	NODE_33_length_110769_cov_38.314531	96082	97830	435.1	326
EOG092E05FO	Complete	NODE_1_length_449352_cov_38.101223	485	2374	266.7	315
EOG092E05H5	Complete	NODE_16_length_162425_cov_39.423108	65459	67195	937.4	490
EOG092E05HV	Complete	NODE_93_length_37754_cov_35.608372	23960	25582	593.2	421
EOG092E05I1	Complete	NODE_53_length_84142_cov_39.096139	65820	68249	1211.2	677
EOG092E05IQ	Complete	NODE_91_length_39580_cov_38.513371	12021	13895	610.4	438
EOG092E05IW	Complete	NODE_6_length_246120_cov_37.254880	211751	213742	803.3	532
EOG092E05JS	Complete	NODE_71_length_63814_cov_38.161311	2976	4649	889.8	465
EOG092E05JT	Complete	NODE_23_length_142158_cov_37.948699	116333	118722	423.4	334
EOG092E05JY	Complete	NODE_77_length_52030_cov_37.366965	36153	37892	716.3	423
EOG092E05KB	Complete	NODE_25_length_130207_cov_38.132653	16588	18246	539.0	388
EOG092E05KC	Complete	NODE_19_length_158332_cov_37.014670	69308	70927	503.3	404
EOG092E05KK	Complete	NODE_20_length_155575_cov_37.679559	132228	134297	540.0	409
EOG092E05KQ	Complete	NODE_104_length_27509_cov_50.642529	21641	23452	611.6	330
EOG092E05L7	Complete	NODE_8_length_203896_cov_38.927669	8603	10231	336.2	306
EOG092E05MH	Complete	NODE_17_length_162010_cov_37.467976	42832	44499	424.4	399
EOG092E05MI	Complete	NODE_16_length_162425_cov_39.423108	118827	120446	463.0	406
EOG092E05MO	Complete	NODE_70_length_63941_cov_38.941787	60434	62089	731.4	374
EOG092E05NH	Complete	NODE_23_length_142158_cov_37.948699	32532	34295	414.1	425
EOG092E05NY	Complete	NODE_13_length_175709_cov_37.194718	163924	165744	326.5	372
EOG092E05O2	Complete	NODE_42_length_97169_cov_37.579319	56876	58753	264.7	279
EOG092E05O6	Complete	NODE_17_length_162010_cov_37.467976	21153	22829	425.3	444
EOG092E05OW	Complete	NODE_84_length_43240_cov_38.483084	25138	27066	651.6	466
EOG092E05P8	Complete	NODE_67_length_66048_cov_38.081266	53483	55213	722.4	448
EOG092E05QU	Complete	NODE_10_length_202365_cov_37.197761	53680	55859	629.4	449
EOG092E05RC	Complete	NODE_15_length_165883_cov_37.897617	103098	104798	644.7	399
EOG092E05RD	Complete	NODE_36_length_107630_cov_38.520744	86074	87738	1013.8	500
